id_transacao,data_transacao,cpf_aluno,plano_adquirido,cep_cobranca,valor_brl,mes_referencia,tickets_suporte,nps_score,horas_assistidas,venda_em_feriado,cidade,uf,bairro
TX-52365,2024-12-28,***.826.199-**,Premium,50010000.0,"99,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-52366,2024-08-25,***.029.929-**,Premium,30140071.0,"99,90",2024-08,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52367,2024-08-07,***.566.938-**,Premium,4538133.0,"99,90",2024-08,,,,False,,,
TX-52368,2024-05-03,***.838.065-**,B�sico,20031050.0,"49,90",2024-05,,,,False,Rio de Janeiro,RJ,Centro
TX-52369,2024-10-25,***.137.956-**,Premium,20031050.0,"99,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-52370,2024-02-21,***.469.208-**,Premium,1001000.0,"99,90",2024-02,2.0,10.0,81.8,False,,,
TX-52371,2024-07-27,***.823.948-**,Premium,30140071.0,"99,90",2024-07,3.0,2.0,33.3,False,Belo Horizonte,MG,Boa Viagem
TX-52372,2024-04-29,***.658.348-**,Premium,,"99,90",2024-04,,,,False,,,
TX-52373,2024-06-23,***.819.148-**,Premium,20031050.0,"99,90",2024-06,,,,False,Rio de Janeiro,RJ,Centro
TX-52374,2024-12-08,***.864.970-**,Premium,4538133.0,"99,90",2024-12,,,,False,,,
TX-52375,2024-12-05,***.410.254-**,Anual,60060440.0,"899,00",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-52376,2024-12-13,***.623.419-**,B�sico,,"49,90",2024-12,,,,False,,,
TX-52377,2024-05-13,***.031.158-**,Premium,50010000.0,"99,90",2024-05,,,,False,Recife,PE,Santo Antônio
TX-52378,2024-04-02,***.756.264-**,B�sico,1001000.0,"49,90",2024-04,,,,False,,,
TX-52379,2024-02-06,***.015.709-**,B�sico,1001000.0,"49,90",2024-02,2.0,9.0,15.6,False,,,
TX-52380,2024-06-18,***.648.769-**,B�sico,69010000.0,"49,90",2024-06,1.0,8.0,98.6,False,Manaus,AM,Centro
TX-52381,2024-08-04,***.275.208-**,Premium,80010010.0,"99,90",2024-08,1.0,10.0,,False,Curitiba,PR,Centro
TX-52382,2024-10-01,***.978.718-**,Anual,70040010.0,"899,00",2024-10,3.0,,80.8,False,Brasília,DF,Asa Norte
TX-52383,2024-12-07,***.874.781-**,B�sico,30140071.0,"49,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52384,2024-10-01,***.333.346-**,B�sico,20031050.0,"49,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-52385,2024-03-22,***.592.277-**,B�sico,60060440.0,"49,90",2024-03,5.0,3.0,147.7,False,Fortaleza,CE,Praia de Iracema
TX-52386,2024-09-17,***.078.525-**,Anual,4538133.0,"899,00",2024-09,1.0,5.0,126.5,False,,,
TX-52387,2024-04-21,***.620.448-**,B�sico,20031050.0,"49,90",2024-04,0.0,4.0,21.7,True,Rio de Janeiro,RJ,Centro
TX-52388,2024-01-24,***.563.353-**,Premium,80010010.0,"99,90",2024-01,1.0,,60.8,False,Curitiba,PR,Centro
TX-52389,2024-11-24,***.436.970-**,B�sico,30140071.0,"49,90",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52390,2024-08-16,***.046.682-**,Premium,60060440.0,"99,90",2024-08,,,,False,Fortaleza,CE,Praia de Iracema
TX-52391,2024-06-25,***.225.709-**,Premium,20031050.0,"99,90",2024-06,,,,False,Rio de Janeiro,RJ,Centro
TX-52392,2024-02-19,***.303.718-**,B�sico,70040010.0,"49,90",2024-02,,,,False,Brasília,DF,Asa Norte
TX-52393,2024-02-21,***.046.100-**,B�sico,69010000.0,"49,90",2024-02,5.0,,125.3,False,Manaus,AM,Centro
TX-52394,2024-07-30,***.168.455-**,Premium,4538133.0,"99,90",2024-07,3.0,9.0,52.2,False,,,
TX-52395,2024-03-20,***.090.015-**,Premium,80010010.0,"99,90",2024-03,1.0,1.0,54.7,False,Curitiba,PR,Centro
TX-52396,2024-03-13,***.611.724-**,B�sico,4538133.0,"49,90",2024-03,,,,False,,,
TX-52397,2024-08-18,***.740.233-**,B�sico,70040010.0,"49,90",2024-08,,,,False,Brasília,DF,Asa Norte
TX-52398,2024-09-14,***.665.800-**,Premium,4538133.0,"99,90",2024-09,,,,False,,,
TX-52399,2024-03-14,***.627.320-**,Premium,69010000.0,"99,90",2024-03,2.0,8.0,98.0,False,Manaus,AM,Centro
TX-52400,2024-09-25,***.848.187-**,B�sico,60060440.0,"49,90",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-52401,2024-09-23,***.500.741-**,Premium,80010010.0,"99,90",2024-09,,,,False,Curitiba,PR,Centro
TX-52402,2024-04-12,***.056.708-**,Premium,20031050.0,"99,90",2024-04,2.0,7.0,116.1,False,Rio de Janeiro,RJ,Centro
TX-52403,2024-12-27,***.724.630-**,Anual,80010010.0,"899,00",2024-12,,,,False,Curitiba,PR,Centro
TX-52404,2024-11-04,***.127.128-**,Anual,50010000.0,"899,00",2024-11,,,,False,Recife,PE,Santo Antônio
TX-52405,2024-01-13,***.179.469-**,B�sico,20031050.0,"49,90",2024-01,3.0,,4.3,False,Rio de Janeiro,RJ,Centro
TX-52406,2024-06-24,***.998.250-**,B�sico,60060440.0,"49,90",2024-06,3.0,,111.6,False,Fortaleza,CE,Praia de Iracema
TX-52407,2024-07-04,***.513.709-**,Premium,1001000.0,"99,90",2024-07,3.0,1.0,117.5,False,,,
TX-52408,2024-06-14,***.186.256-**,B�sico,69010000.0,"49,90",2024-06,5.0,10.0,83.3,False,Manaus,AM,Centro
TX-52409,2024-04-28,***.984.336-**,B�sico,50010000.0,"49,90",2024-04,,,,False,Recife,PE,Santo Antônio
TX-52410,2024-05-29,***.023.684-**,B�sico,50010000.0,"49,90",2024-05,5.0,3.0,134.0,False,Recife,PE,Santo Antônio
TX-52411,2024-02-25,***.689.715-**,B�sico,20031050.0,"49,90",2024-02,0.0,2.0,34.5,False,Rio de Janeiro,RJ,Centro
TX-52412,2024-05-25,***.604.805-**,B�sico,60060440.0,"49,90",2024-05,4.0,5.0,107.2,False,Fortaleza,CE,Praia de Iracema
TX-52413,2024-10-25,***.906.072-**,Premium,69010000.0,"99,90",2024-10,,,,False,Manaus,AM,Centro
TX-52414,2024-04-15,***.754.090-**,Premium,80010010.0,"99,90",2024-04,4.0,9.0,146.8,False,Curitiba,PR,Centro
TX-52415,2024-11-13,***.449.353-**,B�sico,,"49,90",2024-11,,,,False,,,
TX-52416,2024-03-25,***.643.471-**,Anual,90010150.0,"899,00",2024-03,5.0,5.0,0.6000000000000001,False,Porto Alegre,RS,Centro Histórico
TX-52417,2024-07-20,***.822.378-**,Premium,90010150.0,"99,90",2024-07,2.0,2.0,68.8,False,Porto Alegre,RS,Centro Histórico
TX-52418,2024-07-16,***.197.121-**,B�sico,1001000.0,"49,90",2024-07,,,,False,,,
TX-52419,2024-03-14,***.398.529-**,Premium,60060440.0,"99,90",2024-03,5.0,,49.9,False,Fortaleza,CE,Praia de Iracema
TX-52420,2024-11-05,***.821.539-**,Premium,69010000.0,"99,90",2024-11,,,,False,Manaus,AM,Centro
TX-52421,2024-12-12,***.537.474-**,Premium,30140071.0,"99,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52422,2024-04-06,***.455.312-**,B�sico,50010000.0,"49,90",2024-04,0.0,6.0,11.0,False,Recife,PE,Santo Antônio
TX-52423,2024-12-19,***.936.392-**,,80010010.0,"49,90",2024-12,,,,False,Curitiba,PR,Centro
TX-52424,2024-09-17,***.306.935-**,B�sico,90010150.0,"49,90",2024-09,,,,False,Porto Alegre,RS,Centro Histórico
TX-52425,2024-11-15,***.602.991-**,B�sico,80010010.0,"49,90",2024-11,5.0,9.0,141.9,True,Curitiba,PR,Centro
TX-52426,2024-12-30,***.604.177-**,B�sico,20031050.0,"49,90",2024-12,,,,False,Rio de Janeiro,RJ,Centro
TX-52427,2024-01-12,***.286.692-**,B�sico,1001000.0,"49,90",2024-01,3.0,5.0,134.1,False,,,
TX-52428,2024-09-07,***.333.426-**,B�sico,30140071.0,"49,90",2024-09,,,,True,Belo Horizonte,MG,Boa Viagem
TX-52429,2024-11-08,***.802.076-**,Premium,70040010.0,"99,90",2024-11,2.0,1.0,,False,Brasília,DF,Asa Norte
TX-52430,2024-11-05,***.583.094-**,Premium,70040010.0,"99,90",2024-11,,,,False,Brasília,DF,Asa Norte
TX-52431,2024-01-10,***.254.853-**,Premium,70040010.0,"99,90",2024-01,3.0,8.0,143.5,False,Brasília,DF,Asa Norte
TX-52432,2024-02-04,***.675.289-**,B�sico,60060440.0,"49,90",2024-02,2.0,6.0,,False,Fortaleza,CE,Praia de Iracema
TX-52433,2024-09-12,***.869.380-**,B�sico,90010150.0,"49,90",2024-09,,,,False,Porto Alegre,RS,Centro Histórico
TX-52434,2024-05-13,***.563.217-**,Premium,1001000.0,"99,90",2024-05,,,,False,,,
TX-52435,2024-04-27,***.640.376-**,Premium,1001000.0,"99,90",2024-04,1.0,10.0,105.4,False,,,
TX-52436,2024-05-12,***.856.420-**,Anual,70040010.0,"899,00",2024-05,1.0,10.0,91.9,False,Brasília,DF,Asa Norte
TX-52437,2024-06-10,***.303.033-**,Premium,60060440.0,"99,90",2024-06,1.0,2.0,6.7,False,Fortaleza,CE,Praia de Iracema
TX-52438,2024-05-10,***.228.217-**,Anual,50010000.0,"899,00",2024-05,0.0,9.0,44.5,False,Recife,PE,Santo Antônio
TX-52439,2024-06-15,***.322.775-**,Anual,4538133.0,"899,00",2024-06,4.0,10.0,25.2,False,,,
TX-52440,2024-04-09,***.016.731-**,Anual,60060440.0,"899,00",2024-04,2.0,,26.9,False,Fortaleza,CE,Praia de Iracema
TX-52441,2024-06-26,***.920.491-**,Premium,69010000.0,"99,90",2024-06,5.0,10.0,16.0,False,Manaus,AM,Centro
TX-52442,2024-03-04,***.240.592-**,Premium,50010000.0,"99,90",2024-03,,,,False,Recife,PE,Santo Antônio
TX-52443,2024-02-27,***.724.469-**,B�sico,80010010.0,"49,90",2024-02,2.0,6.0,44.6,False,Curitiba,PR,Centro
TX-52444,2024-03-03,***.611.776-**,Anual,70040010.0,"899,00",2024-03,2.0,8.0,73.4,False,Brasília,DF,Asa Norte
TX-52445,2024-06-17,***.867.925-**,B�sico,80010010.0,"49,90",2024-06,,,,False,Curitiba,PR,Centro
TX-52446,2024-11-20,***.453.536-**,B�sico,69010000.0,"49,90",2024-11,,,,True,Manaus,AM,Centro
TX-52447,2024-09-20,***.032.664-**,B�sico,20031050.0,"49,90",2024-09,1.0,,2.1,False,Rio de Janeiro,RJ,Centro
TX-52448,2024-12-13,***.201.533-**,Anual,1001000.0,"899,00",2024-12,,,,False,,,
TX-52449,2024-06-16,***.841.016-**,B�sico,30140071.0,"49,90",2024-06,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52450,2024-02-09,***.060.148-**,Anual,4538133.0,"899,00",2024-02,0.0,1.0,71.5,False,,,
TX-52451,2024-08-07,***.905.865-**,B�sico,69010000.0,"49,90",2024-08,,,,False,Manaus,AM,Centro
TX-52452,2024-03-02,***.010.783-**,Anual,70040010.0,"899,00",2024-03,1.0,,54.6,False,Brasília,DF,Asa Norte
TX-52453,2024-02-08,***.948.993-**,Premium,60060440.0,"99,90",2024-02,0.0,,65.1,False,Fortaleza,CE,Praia de Iracema
TX-52454,2024-11-10,***.380.262-**,B�sico,69010000.0,"49,90",2024-11,,,,False,Manaus,AM,Centro
TX-52455,2024-03-09,***.159.025-**,Premium,80010010.0,"99,90",2024-03,,,,False,Curitiba,PR,Centro
TX-52456,2024-12-11,***.831.687-**,Premium,90010150.0,"99,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-52457,2024-06-09,***.886.365-**,B�sico,1001000.0,"49,90",2024-06,,,,False,,,
TX-52458,2024-08-11,***.966.229-**,Anual,1001000.0,"899,00",2024-08,5.0,5.0,149.0,False,,,
TX-52459,2024-11-27,***.377.184-**,B�sico,69010000.0,"49,90",2024-11,,,,False,Manaus,AM,Centro
TX-52460,2024-05-05,***.243.864-**,Anual,70040010.0,"899,00",2024-05,,,,False,Brasília,DF,Asa Norte
TX-52461,2024-02-23,***.255.394-**,Anual,69010000.0,"899,00",2024-02,5.0,3.0,61.7,False,Manaus,AM,Centro
TX-52462,2024-11-22,***.121.548-**,Premium,4538133.0,"99,90",2024-11,4.0,,98.7,False,,,
TX-52463,2024-11-20,***.660.464-**,B�sico,70040010.0,"49,90",2024-11,,,,True,Brasília,DF,Asa Norte
TX-52464,2024-02-11,***.104.331-**,B�sico,90010150.0,"49,90",2024-02,4.0,,107.3,False,Porto Alegre,RS,Centro Histórico
TX-52465,2024-06-08,***.314.584-**,B�sico,4538133.0,"49,90",2024-06,2.0,3.0,52.4,False,,,
TX-52466,2024-01-30,***.693.353-**,Premium,4538133.0,"99,90",2024-01,4.0,5.0,75.3,False,,,
TX-52467,2024-03-12,***.765.024-**,Anual,69010000.0,"899,00",2024-03,1.0,3.0,130.0,False,Manaus,AM,Centro
TX-52468,2024-01-07,***.230.958-**,B�sico,1001000.0,"49,90",2024-01,2.0,1.0,54.1,False,,,
TX-52469,2024-01-09,***.896.270-**,Anual,90010150.0,"899,00",2024-01,2.0,,85.7,False,Porto Alegre,RS,Centro Histórico
TX-52470,2024-07-27,***.616.453-**,Anual,50010000.0,"899,00",2024-07,,,,False,Recife,PE,Santo Antônio
TX-52471,2024-01-14,***.912.565-**,Premium,1001000.0,"99,90",2024-01,0.0,2.0,129.4,False,,,
TX-52472,2024-11-22,***.170.159-**,Premium,80010010.0,"99,90",2024-11,,,,False,Curitiba,PR,Centro
TX-52473,2024-07-05,***.708.905-**,B�sico,60060440.0,"49,90",2024-07,2.0,4.0,,False,Fortaleza,CE,Praia de Iracema
TX-52474,2024-04-17,***.197.054-**,Premium,70040010.0,"99,90",2024-04,5.0,9.0,85.3,False,Brasília,DF,Asa Norte
TX-52475,2024-07-05,***.018.915-**,Anual,20031050.0,"899,00",2024-07,4.0,4.0,116.1,False,Rio de Janeiro,RJ,Centro
TX-52476,2024-04-17,***.852.580-**,Premium,50010000.0,"99,90",2024-04,,,,False,Recife,PE,Santo Antônio
TX-52477,2024-06-02,***.107.991-**,B�sico,80010010.0,"49,90",2024-06,,,,False,Curitiba,PR,Centro
TX-52478,2024-11-18,***.359.488-**,B�sico,69010000.0,"49,90",2024-11,,,,False,Manaus,AM,Centro
TX-52479,2024-12-20,***.716.176-**,B�sico,69010000.0,"49,90",2024-12,,,,False,Manaus,AM,Centro
TX-52480,2024-06-18,***.134.476-**,B�sico,60060440.0,"49,90",2024-06,0.0,10.0,31.4,False,Fortaleza,CE,Praia de Iracema
TX-52481,2024-03-22,***.727.956-**,B�sico,20031050.0,"49,90",2024-03,3.0,4.0,,False,Rio de Janeiro,RJ,Centro
TX-52482,2024-12-10,***.772.459-**,Anual,20031050.0,"899,00",2024-12,,,,False,Rio de Janeiro,RJ,Centro
TX-52483,2024-12-27,***.183.745-**,B�sico,90010150.0,"49,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-52484,2024-05-18,***.836.736-**,B�sico,90010150.0,"49,90",2024-05,,,,False,Porto Alegre,RS,Centro Histórico
TX-52485,2024-07-04,***.334.511-**,B�sico,4538133.0,"49,90",2024-07,,,,False,,,
TX-52486,2024-03-12,***.582.029-**,,30140071.0,"49,90",2024-03,1.0,4.0,130.4,False,Belo Horizonte,MG,Boa Viagem
TX-52487,2024-01-22,***.729.545-**,,69010000.0,"49,90",2024-01,4.0,1.0,32.4,False,Manaus,AM,Centro
TX-52488,2024-04-17,***.283.096-**,B�sico,69010000.0,"49,90",2024-04,2.0,2.0,137.1,False,Manaus,AM,Centro
TX-52489,2024-12-19,***.016.668-**,Premium,20031050.0,"99,90",2024-12,2.0,3.0,61.0,False,Rio de Janeiro,RJ,Centro
TX-52490,2024-06-27,***.604.356-**,,4538133.0,"899,00",2024-06,,,,False,,,
TX-52491,2024-01-09,***.515.319-**,B�sico,80010010.0,"49,90",2024-01,0.0,5.0,10.0,False,Curitiba,PR,Centro
TX-52492,2024-02-16,***.375.047-**,Premium,30140071.0,"99,90",2024-02,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52493,2024-09-18,***.967.397-**,Premium,20031050.0,"99,90",2024-09,,,,False,Rio de Janeiro,RJ,Centro
TX-52494,2024-08-29,***.708.317-**,B�sico,70040010.0,"49,90",2024-08,,,,False,Brasília,DF,Asa Norte
TX-52495,2024-04-08,***.780.664-**,Anual,1001000.0,"899,00",2024-04,2.0,,146.1,False,,,
TX-52496,2024-09-14,***.682.938-**,Premium,4538133.0,"99,90",2024-09,,,,False,,,
TX-52497,2024-10-25,***.531.607-**,B�sico,1001000.0,"49,90",2024-10,0.0,7.0,89.8,False,,,
TX-52498,2024-06-06,***.780.182-**,Premium,30140071.0,"99,90",2024-06,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52499,2024-04-25,***.718.702-**,B�sico,20031050.0,"49,90",2024-04,,,,False,Rio de Janeiro,RJ,Centro
TX-52500,2024-12-29,***.921.643-**,Premium,30140071.0,"99,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52501,2024-05-10,***.356.748-**,B�sico,30140071.0,"49,90",2024-05,1.0,1.0,104.2,False,Belo Horizonte,MG,Boa Viagem
TX-52502,2024-05-06,***.642.673-**,B�sico,90010150.0,"49,90",2024-05,2.0,,111.4,False,Porto Alegre,RS,Centro Histórico
TX-52503,2024-11-09,***.016.571-**,Premium,20031050.0,"99,90",2024-11,3.0,1.0,139.2,False,Rio de Janeiro,RJ,Centro
TX-52504,2024-12-21,***.891.426-**,Anual,50010000.0,"899,00",2024-12,,,,False,Recife,PE,Santo Antônio
TX-52505,2024-09-16,***.906.745-**,Premium,60060440.0,"99,90",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-52506,2024-08-05,***.628.936-**,,4538133.0,"49,90",2024-08,,,,False,,,
TX-52507,2024-02-16,***.367.813-**,B�sico,80010010.0,"49,90",2024-02,5.0,8.0,144.3,False,Curitiba,PR,Centro
TX-52508,2024-12-05,***.289.861-**,B�sico,50010000.0,"49,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-52509,2024-12-24,***.858.549-**,Premium,4538133.0,"99,90",2024-12,,,,False,,,
TX-52510,2024-04-03,***.957.298-**,Premium,70040010.0,"99,90",2024-04,,,,False,Brasília,DF,Asa Norte
TX-52511,2024-11-03,***.114.865-**,Anual,80010010.0,"899,00",2024-11,,,,False,Curitiba,PR,Centro
TX-52512,2024-05-24,***.188.241-**,Anual,30140071.0,"899,00",2024-05,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52513,2024-10-19,***.990.913-**,B�sico,20031050.0,"49,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-52514,2024-05-24,***.646.417-**,B�sico,90010150.0,"49,90",2024-05,2.0,2.0,27.6,False,Porto Alegre,RS,Centro Histórico
TX-52515,2024-06-29,***.822.067-**,Premium,50010000.0,"99,90",2024-06,5.0,,58.7,False,Recife,PE,Santo Antônio
TX-52516,2024-07-01,***.413.068-**,Anual,60060440.0,"899,00",2024-07,1.0,,,False,Fortaleza,CE,Praia de Iracema
TX-52517,2024-03-22,***.676.353-**,,70040010.0,"99,90",2024-03,,,,False,Brasília,DF,Asa Norte
TX-52518,2024-06-06,***.237.900-**,Premium,4538133.0,"99,90",2024-06,,,,False,,,
TX-52519,2024-03-05,***.044.206-**,Premium,50010000.0,"99,90",2024-03,,,,False,Recife,PE,Santo Antônio
TX-52520,2024-06-23,***.805.526-**,Anual,4538133.0,"899,00",2024-06,2.0,6.0,11.5,False,,,
TX-52521,2024-11-19,***.861.902-**,Premium,4538133.0,"99,90",2024-11,,,,False,,,
TX-52522,2024-11-14,***.812.473-**,B�sico,69010000.0,"49,90",2024-11,,,,False,Manaus,AM,Centro
TX-52523,2024-03-25,***.561.308-**,B�sico,20031050.0,"49,90",2024-03,4.0,5.0,55.3,False,Rio de Janeiro,RJ,Centro
TX-52524,2024-01-08,***.293.900-**,B�sico,69010000.0,"49,90",2024-01,,,,False,Manaus,AM,Centro
TX-52525,2024-06-07,***.776.857-**,B�sico,60060440.0,"49,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-52526,2024-09-19,***.543.534-**,Premium,60060440.0,"99,90",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-52527,2024-09-08,***.201.140-**,Anual,60060440.0,"899,00",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-52528,2024-12-26,***.992.192-**,B�sico,30140071.0,"49,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-52529,2024-08-18,***.928.456-**,Anual,20031050.0,"899,00",2024-08,5.0,2.0,117.4,False,Rio de Janeiro,RJ,Centro
TX-52530,2024-05-23,***.618.518-**,B�sico,30140071.0,"49,90",2024-05,0.0,3.0,32.8,False,Belo Horizonte,MG,Boa Viagem
TX-52531,2024-10-05,***.582.942-**,Premium,20031050.0,"99,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-52532,2024-02-15,***.317.461-**,B�sico,1001000.0,"49,90",2024-02,,,,False,,,
TX-52533,2024-03-22,***.551.887-**,Premium,50010000.0,"99,90",2024-03,,,,False,Recife,PE,Santo Antônio
TX-52534,2024-08-25,***.031.006-**,Anual,50010000.0,"899,00",2024-08,4.0,3.0,35.3,False,Recife,PE,Santo Antônio
TX-52535,2024-08-03,***.843.959-**,B�sico,69010000.0,"49,90",2024-08,,,,False,Manaus,AM,Centro
TX-52536,2024-12-14,***.037.003-**,Premium,20031050.0,"99,90",2024-12,5.0,2.0,77.8,False,Rio de Janeiro,RJ,Centro
TX-52537,2024-10-02,***.264.563-**,B�sico,30140071.0,"49,90",2024-10,1.0,7.0,82.7,False,Belo Horizonte,MG,Boa Viagem
TX-52538,2024-05-09,***.146.584-**,Premium,4538133.0,"99,90",2024-05,2.0,8.0,137.0,False,,,
TX-52539,2024-03-14,***.984.884-**,Anual,20031050.0,"899,00",2024-03,5.0,10.0,25.2,False,Rio de Janeiro,RJ,Centro
TX-52540,2024-10-29,***.527.613-**,B�sico,50010000.0,"49,90",2024-10,0.0,6.0,31.8,False,Recife,PE,Santo Antônio
TX-52541,2024-08-22,***.103.856-**,Anual,60060440.0,"899,00",2024-08,,,,False,Fortaleza,CE,Praia de Iracema
TX-52542,2024-10-03,***.448.500-**,B�sico,4538133.0,"49,90",2024-10,,,,False,,,
TX-52543,2024-06-13,***.998.011-**,B�sico,4538133.0,"49,90",2024-06,1.0,1.0,69.7,False,,,
TX-52544,2024-06-24,***.669.849-**,Premium,4538133.0,"99,90",2024-06,0.0,9.0,21.5,False,,,
TX-52545,2024-02-08,***.651.887-**,B�sico,90010150.0,"49,90",2024-02,4.0,7.0,9.3,False,Porto Alegre,RS,Centro Histórico
TX-52546,2024-11-02,***.384.308-**,Premium,69010000.0,"99,90",2024-11,,,,True,Manaus,AM,Centro
TX-52547,2024-05-24,***.055.364-**,B�sico,50010000.0,"49,90",2024-05,4.0,,52.5,False,Recife,PE,Santo Antônio
TX-52548,2024-08-01,***.240.642-**,B�sico,4538133.0,"49,90",2024-08,,,,False,,,
TX-52549,2024-03-13,***.094.047-**,Anual,80010010.0,"899,00",2024-03,2.0,4.0,135.0,False,Curitiba,PR,Centro
TX-52550,2024-08-10,***.785.289-**,B�sico,69010000.0,"49,90",2024-08,1.0,,88.8,False,Manaus,AM,Centro
TX-52551,2024-04-23,***.060.652-**,Premium,60060440.0,"99,90",2024-04,3.0,1.0,,False,Fortaleza,CE,Praia de Iracema
TX-52552,2024-02-11,***.436.970-**,Premium,30140071.0,"99,90",2024-02,1.0,4.0,57.9,False,Belo Horizonte,MG,Boa Viagem
TX-52553,2024-09-29,***.902.035-**,B�sico,4538133.0,"49,90",2024-09,,,,False,,,
TX-52554,2024-08-25,***.537.062-**,B�sico,4538133.0,"49,90",2024-08,,,,False,,,
TX-52555,2024-08-21,***.602.529-**,B�sico,60060440.0,"49,90",2024-08,,,,False,Fortaleza,CE,Praia de Iracema
TX-52556,2024-05-28,***.182.971-**,Premium,90010150.0,"99,90",2024-05,,,,False,Porto Alegre,RS,Centro Histórico
TX-52557,2024-05-26,***.918.081-**,Anual,70040010.0,"899,00",2024-05,0.0,4.0,105.0,False,Brasília,DF,Asa Norte
TX-52558,2024-06-22,***.049.832-**,,70040010.0,"899,00",2024-06,5.0,3.0,13.2,False,Brasília,DF,Asa Norte
TX-52559,2024-01-04,***.594.282-**,B�sico,69010000.0,"49,90",2024-01,5.0,,141.3,False,Manaus,AM,Centro
TX-52560,2024-02-28,***.297.102-**,Premium,1001000.0,"99,90",2024-02,,,,False,,,
TX-52561,2024-11-06,***.620.545-**,Premium,70040010.0,"99,90",2024-11,,,,False,Brasília,DF,Asa Norte
TX-52562,2024-05-12,***.279.194-**,Premium,90010150.0,"99,90",2024-05,3.0,4.0,133.3,False,Porto Alegre,RS,Centro Histórico
TX-52563,2024-05-04,***.069.033-**,B�sico,60060440.0,"49,90",2024-05,1.0,5.0,96.2,False,Fortaleza,CE,Praia de Iracema
TX-52564,2024-10-07,***.401.193-**,Premium,60060440.0,"99,90",2024-10,0.0,10.0,108.7,False,Fortaleza,CE,Praia de Iracema
TX-52565,2024-03-21,***.119.292-**,B�sico,1001000.0,"49,90",2024-03,,,,False,,,
TX-52566,2024-04-13,***.872.258-**,B�sico,4538133.0,"49,90",2024-04,,,,False,,,
TX-52567,2024-06-02,***.972.787-**,B�sico,,"49,90",2024-06,3.0,8.0,137.0,False,,,
TX-52568,2024-08-09,***.797.251-**,B�sico,1001000.0,"49,90",2024-08,0.0,5.0,101.1,False,,,
TX-52569,2024-08-09,***.172.143-**,B�sico,4538133.0,"49,90",2024-08,,,,False,,,
TX-52570,2024-02-07,***.352.595-**,Anual,4538133.0,"899,00",2024-02,3.0,10.0,62.7,False,,,
TX-52571,2024-08-31,***.184.462-**,Premium,70040010.0,"99,90",2024-08,,,,False,Brasília,DF,Asa Norte
TX-52572,2024-09-06,***.774.701-**,Premium,20031050.0,"99,90",2024-09,,,,False,Rio de Janeiro,RJ,Centro
TX-52573,2024-03-10,***.779.462-**,Premium,80010010.0,"99,90",2024-03,,,,False,Curitiba,PR,Centro
TX-52574,2024-06-02,***.366.752-**,B�sico,60060440.0,"49,90",2024-06,1.0,,81.1,False,Fortaleza,CE,Praia de Iracema
TX-52575,2024-10-12,***.179.327-**,Premium,70040010.0,"99,90",2024-10,,,,True,Brasília,DF,Asa Norte
TX-52576,2024-04-17,***.792.069-**,Anual,,"899,00",2024-04,4.0,4.0,124.0,False,,,
TX-52577,2024-08-17,***.926.610-**,Premium,20031050.0,"99,90",2024-08,,,,False,Rio de Janeiro,RJ,Centro
TX-52578,2024-07-12,***.618.091-**,Anual,4538133.0,"899,00",2024-07,1.0,10.0,104.7,False,,,
TX-52579,2024-05-06,***.668.349-**,B�sico,69010000.0,"49,90",2024-05,,,,False,Manaus,AM,Centro
TX-52580,2024-04-28,***.016.571-**,Anual,20031050.0,"899,00",2024-04,3.0,4.0,83.3,False,Rio de Janeiro,RJ,Centro
TX-52581,2024-04-25,***.768.182-**,B�sico,70040010.0,"49,90",2024-04,4.0,8.0,101.9,False,Brasília,DF,Asa Norte
TX-52582,2024-02-05,***.663.979-**,Premium,60060440.0,"99,90",2024-02,0.0,3.0,51.4,False,Fortaleza,CE,Praia de Iracema
TX-52583,2024-01-11,***.570.596-**,B�sico,50010000.0,"49,90",2024-01,5.0,7.0,25.3,False,Recife,PE,Santo Antônio
